RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
89457,72223,Little Rock,AR,Little Rock-North Little Rock-Conway,Pulaski County,3762,195200,194600,194000,193300,192600,192000,191700,191700,192100,193300,195200,197500,200000,202200,204000,205200,205700,205400,204100,202000,199200,196300,193600,191000,188600,186600,184800,183400,182400,181800,181600,181400,181400,181500,181800,182000,181800,181500,181000,180300,179800,179400,179400,179600,180400,181900,184200,186800,189600,192300,195000,197900,200800,203900,207200,210300,213300,216300,219300,221700,223000,222800,221100,218000,214000,209500,204800,200200,196200,193500,192400,192500,193700,196000,199000,202900,207300,212300,217500,224600,233400,241500,247900,254000,259300,263600,266800,268900,270300,271100,271600,271400,270200,267800,264200,259800,256300,255400,257100,260500,264500,268400,272000,274600,275500,274900,273400,271700,270300,269300,269000,270100,272600,276500,281100,285800,290200,294500,298900,303200,307000,309500,310500,310500,309700,308600,307300,306000,304900,304300,304000,303900,304000,304400,304900,305700,306200,306200,305900,305700,305700,306600,308200,310200,311700,312000,311400,310100,308100,305700,303400,301400,299500,298300,297900,297900,297800,297000,296000,295500,295600,296000,296700,297200,297700,298600,299600,299600,299700,301400,303300,303000,301800,301200,300700,300500,300900,300800,300100,299000,297300,295700,294500,293700,293400,293200,292400,291800,291800,291800,291700,291700,291900,291600,291600,293000,295500,297500,298600,299300,299600,299800,299700,300700,302100,302600,302000,301800,302000,302100,302600,304000,305200,304900,304000,303100,303100,304400,306100,306900,306900,306500,306300,306000,304500,303400,303300,304200,305200,306500,307600,308100,306800,305600,305200,304100,303100,303300,304200,304000,302800,300800,299900,300100,300700,301300,302200,303300,305600,309000,312300,315000,318300,320900,321600,321400,321900,322500,322900,323100,323400,324000,324800,325200,325300,326200,327600,328900,329400,329800,330000,330400,330600
89301,72015,Benton,AR,Little Rock-North Little Rock-Conway,Saline County,3868,64700,64900,65100,65300,65400,65600,65900,66200,66500,66800,67300,67700,68100,68500,68900,69300,69600,69800,70000,70000,70000,69900,69900,69800,69700,69700,69700,69700,69600,69600,69600,69500,69300,69100,69000,68800,68600,68500,68400,68400,68300,68300,68400,68600,68900,69200,69600,70000,70400,70900,71200,71500,71800,72000,72100,72300,72400,72500,72600,72800,73000,73200,73500,73800,74100,74300,74600,75000,75300,75600,76000,76400,76800,77300,77700,78200,78700,79200,79500,80000,80300,80600,80900,81200,81300,81500,81700,82000,82400,82900,83400,84000,84500,85000,85300,85500,85600,85700,85800,85900,86000,86200,86500,86900,87600,88400,89400,90400,91300,92100,92500,93000,93400,93800,94200,94500,94800,95000,95400,95900,96800,97900,99000,100000,100700,101200,101700,102100,102400,102700,103100,103500,104100,104700,105200,105600,106100,106400,106700,107000,107000,107000,106800,106600,106300,105800,105000,104300,104000,103700,103500,103300,103000,102800,102700,102600,102700,102500,102200,102400,102800,103500,104200,104800,105000,105100,105400,104800,103400,102700,103200,103200,102400,101800,101400,100900,100800,101100,101400,101400,101100,100600,99700,98800,97800,97000,96200,95500,94700,94000,93100,92500,92600,92700,92700,93400,94500,95000,94800,94900,95600,95900,96300,97200,98200,99700,101500,102700,103700,104200,104600,104900,105300,105300,105100,105100,105200,105000,104600,104400,104300,104000,104100,104600,105000,105200,105400,105400,104900,104100,103000,101800,101000,101400,102100,102400,102600,103300,103800,104700,106300,108000,109200,109900,110500,111300,112000,112200,112300,113100,114300,115400,116300,116900,117000,117200,117800,118400,118900,119200,119200,119000,119000,118800,118700,119200,119900,120600,121100,120900,120800,121500,122300
399617,72019,Benton,AR,Little Rock-North Little Rock-Conway,Saline County,3958,89200,89200,89100,89100,89100,89200,89400,89600,90000,90400,90800,91400,92000,92500,93100,93500,93900,94200,94500,94600,94700,94800,95000,95100,95300,95500,95800,96100,96600,97100,97700,98200,98700,99100,99300,99400,99300,99100,98900,98600,98500,98300,98200,98300,98400,98700,99200,99700,100300,100900,101500,102100,102800,103400,104100,104800,105500,106200,106900,107500,108200,108700,109200,109500,109900,110200,110500,110900,111200,111600,112100,112500,112900,113300,113700,113900,114100,114300,114600,114900,115200,115400,115600,115900,116400,117000,117700,118300,118600,118900,119100,119300,119700,120100,120600,120900,121200,121400,121700,122100,122600,123500,124600,125700,126900,127900,128900,129900,130800,131500,132200,133300,134600,135900,137000,137900,138600,139200,139700,140400,141400,142600,143700,144600,145000,144900,144300,143800,143600,143600,144000,144700,145600,146500,147000,147500,147800,148000,148300,148400,148300,148000,147400,147000,146500,145800,144800,143900,142900,141900,141000,140200,139400,138800,138200,137900,137600,137000,136400,136400,136900,137600,138600,139500,140200,140700,141400,140200,137700,136500,136800,136400,136100,136000,136100,136100,135800,135300,134700,134300,134200,133900,133000,132100,131800,131500,130900,130300,130100,130100,130300,131300,132600,133200,133400,134200,134600,134200,133400,133400,133800,134100,134300,134600,135100,136300,137500,137700,137500,137400,137800,138000,138000,138100,138000,137900,138000,138300,138300,138400,138200,138900,140300,141500,142600,143600,144300,145000,145700,146100,146500,147200,148000,148300,148800,149200,149900,150500,151000,151200,151500,151700,152000,152100,151900,151700,151600,151400,151600,152300,153900,156300,158300,159800,160900,162700,166100,169700,172100,174000,175400,176100,176300,176200,176600,177900,179200,180300,181500,181800,181300,180900,180600
89594,72501,Batesville,AR,Batesville,Independence County,4160,48200,48100,48000,47900,47800,47700,47700,47800,47900,48000,48200,48500,48700,49100,49400,49900,50400,50900,51400,52000,52600,53300,53900,54500,55000,55500,55900,56300,56600,56900,57200,57500,57800,58100,58400,58600,58800,59000,59100,59300,59400,59400,59500,59500,59500,59600,59600,59700,59800,59800,59900,59900,59900,60000,60200,60300,60400,60500,60700,60900,61000,61100,61200,61400,61500,61600,61800,62000,62100,62400,62800,63100,63400,63800,64100,64500,64800,65200,65600,66100,66600,67000,67400,67800,68200,68600,68900,69100,69300,69500,69600,69700,69900,70100,70200,70300,70400,70500,70900,71300,71700,71900,72100,72200,72300,72400,72600,72900,73400,73900,74600,75300,76000,76800,77600,78500,79300,80000,80600,81000,81300,81500,81600,81800,82200,82500,82900,83400,83700,83900,84000,84100,84100,84100,84200,84600,85000,85400,85600,85900,86200,86600,87000,87400,87500,87300,87100,87200,87200,87100,87000,87100,87100,87100,87100,87200,86900,86400,86000,85700,85400,84900,84500,84200,84000,83800,83700,84100,85400,87200,87900,87200,86400,86300,86100,86000,85700,85800,86100,86000,85400,85100,85000,84800,84800,84700,84200,83300,82500,82000,81400,80600,80400,81100,82000,82800,83700,84700,85900,87000,87900,88600,89100,89800,90400,90800,91400,92200,92700,92800,92800,92900,93000,92900,92700,92700,92700,91900,90500,89600,88800,88400,88200,88300,88900,89800,90600,90600,90200,90100,90800,91600,91900,91500,90900,90800,91000,90700,90100,90000,89900,89600,89600,89900,90300,91000,92000,92900,93400,93800,94200,94300,94300,94300,94300,94600,94700,94800,94900,94900,94500,94400,95300,96800,97300,96600,95900,96000,96700,97400,98100,98600,98900
89383,72116,North Little Rock,AR,Little Rock-North Little Rock-Conway,Pulaski County,4307,95400,95800,96100,96500,96900,97200,97500,97700,97900,98200,98400,98500,98700,98900,99100,99300,99600,99900,100200,100400,100600,101000,101200,101300,101300,101400,101400,101500,101700,101900,102200,102500,103000,103500,104100,104600,105100,105700,106200,106600,106900,107200,107500,107900,108300,108800,109400,109900,110600,111100,111700,112200,112800,113300,113800,114300,114800,115300,115800,116300,116600,116900,117100,117200,117300,117300,117400,117400,117600,118000,118400,119000,119700,120400,121200,122000,122900,123800,124800,125900,127100,128200,128800,129200,129400,129500,129900,130500,131200,132000,132700,133300,133800,134300,134900,135700,136800,137900,138800,139600,140300,141100,141900,142700,143400,144000,144500,144800,145200,145800,146500,147400,148200,148900,149400,150000,150600,151400,152400,153400,154300,155000,155500,156100,156700,157300,157900,158300,158600,158900,159100,159100,159100,159000,159200,159400,159600,159700,159600,159500,159400,159400,159600,159900,160100,160200,160400,160300,159900,159400,158800,158100,157500,157100,156700,156300,155600,154800,154100,153500,153200,153300,153400,153600,153800,153900,154100,154400,154900,155500,155900,155600,155200,155200,155500,156100,156500,156000,155200,154900,155600,156300,156500,156900,157400,157700,157800,158000,158200,158300,158200,157700,156800,155600,154700,153900,152700,151100,150000,149100,148000,147500,147500,147500,147500,147600,147800,148700,150100,151100,151400,151200,150900,151000,151300,151200,150900,151200,151600,151900,151700,151700,151600,152300,153800,155100,155600,156200,157000,157400,157300,156900,156500,156100,155600,155200,155100,155200,155400,155600,155200,154300,154100,154400,154500,155000,156400,157800,158500,158600,158900,159400,159900,160200,160000,159400,159400,159800,159100,158000,157800,158100,158500,158700,158800,159400,160100,160900,161400,162600,164200,165000,164600
89385,72118,North Little Rock,AR,Little Rock-North Little Rock-Conway,Pulaski County,4639,54100,54300,54500,54700,54800,54900,54900,55000,55100,55100,55200,55300,55400,55600,55700,56000,56200,56500,56800,57100,57500,57900,58300,58600,58900,59100,59300,59500,59600,59700,59800,59900,60000,60100,60300,60300,60500,60600,60600,60700,60800,61000,61100,61300,61500,61800,62000,62100,62300,62400,62500,62600,62700,62800,62900,63100,63400,63700,64000,64400,64800,65200,65600,65900,66200,66500,66700,66800,66900,67000,67000,67000,67000,67000,67100,67100,67200,67300,67500,67800,68000,68300,68600,68900,69200,69600,70000,70400,70800,71100,71500,71700,71800,72000,72200,72500,72800,73000,73200,73400,73700,74100,74500,75000,75500,76000,76500,77000,77400,77900,78400,78900,79400,79900,80300,80900,81400,82000,82500,83000,83400,83700,84000,84400,84700,85000,85100,85100,85100,84900,84600,84300,83900,83700,83700,83700,83600,83400,83200,82900,82900,82900,83100,83200,83400,83600,83800,83900,83900,83800,83700,83600,83600,83800,84000,84000,84000,83900,84000,84200,84400,84600,84700,84800,85100,85200,85300,85300,85100,84800,84800,85000,84900,84600,84300,84100,83600,82600,81400,80500,80000,79300,78000,76600,75500,74900,74200,73500,73200,73000,73000,73200,73300,73100,72900,73000,73000,72900,73300,73500,72700,71900,71700,71300,71000,71600,72300,72100,72100,72300,72100,71800,71600,71100,70500,70100,70000,70000,70000,69500,68600,67600,67000,66500,66300,66700,67600,68500,69100,69800,71000,72400,73700,74600,75300,75600,75700,75300,74500,73500,72200,70500,68300,66800,66100,65900,66000,66800,68100,69800,71200,72300,73600,75100,76500,77900,79500,80800,81100,81300,81900,82400,82700,82500,82000,81300,80500,79800,79400,79100,79000,79100,79200
89463,72301,West Memphis,AR,Memphis,Crittenden County,4641,52800,52800,52900,52900,53000,53100,53300,53500,53700,54000,54200,54500,54700,54800,54900,55000,55000,54900,54800,54700,54500,54400,54300,54200,54100,54100,54200,54300,54500,54700,55000,55300,55600,56000,56300,56700,57000,57200,57400,57600,57800,57900,58000,58100,58200,58400,58600,58800,59000,59200,59500,59700,60000,60200,60500,60800,61200,61500,61800,62200,62500,62800,63000,63200,63400,63500,63500,63600,63600,63600,63700,63700,63700,63700,63700,63600,63500,63400,63400,63300,63400,63400,63600,63900,64100,64400,64700,64900,65100,65200,65300,65400,65400,65500,65700,65900,66200,66400,66600,66700,66700,66700,66800,66800,67000,67200,67500,67900,68500,69200,69900,70600,71300,72000,72800,73600,74300,74700,74600,74000,73200,72500,72000,72000,72200,72500,72700,73000,73300,73600,73900,74200,74400,74500,74500,74500,74400,74200,73900,73600,73300,72900,72600,72200,71800,71500,71200,71000,70900,70700,70600,70400,70400,70400,70500,70600,70600,70500,70400,70600,70900,71100,71400,71700,72100,72400,72600,72900,73200,73500,73500,73000,71900,70600,69400,68400,67300,66200,65400,64500,63800,63700,63600,63400,63400,63800,64300,64600,64800,65100,65200,65600,66300,66900,67100,67200,67600,68200,68400,68400,68300,68200,68100,68000,67900,67400,66900,66600,66600,66200,66000,65900,66300,66700,66900,66900,66700,66500,66500,66600,66300,66000,66000,65900,65700,65400,65100,64700,64400,64200,64200,64400,65100,65700,65800,65500,65400,65600,65400,64900,64600,64700,64700,65100,65300,65300,65300,65700,66000,65400,64100,63200,62800,63000,63300,63200,62800,62400,62500,62300,61400,61800,64800,68200,69500,69200,68700,68100,67300,66600,66200,66300,66600
89247,71909,Hot Springs Village,AR,Little Rock-North Little Rock-Conway,Saline County,4710,132300,133800,135400,136900,138200,139300,140000,140600,141100,141600,141900,142100,142500,142900,143500,144300,145200,146100,146900,147500,147800,147700,147000,145600,143700,141300,138800,136300,133900,131700,129700,127900,126400,125300,124300,123400,122800,122600,122700,123200,124300,125700,127400,129300,131500,133700,135700,137400,138900,140000,141000,141700,142400,143000,143600,144000,144500,144900,145100,144900,144500,143700,142900,142100,141300,140600,140000,139500,139100,138800,138500,138300,138000,137900,137900,138100,138500,138900,139400,139900,140300,140800,141900,143900,146900,150500,153900,156300,157800,158600,159300,159800,160300,160800,161200,161400,161700,162200,163000,164200,165500,166900,168200,169600,171100,172400,173500,174100,174400,174200,173900,174100,174700,175600,176800,178100,179800,181900,184000,186200,188400,190200,191900,193600,195200,196900,198300,199300,199800,199700,199200,198700,198400,198200,198000,198000,197800,197400,196600,195700,194800,194100,193500,193300,193300,192900,192100,191300,190500,189800,189300,188600,187900,187100,186100,185400,185000,184300,183400,182600,182000,181900,182300,182700,183100,183400,183800,181700,178400,176700,177300,177100,176400,175200,174000,172900,171900,170400,170000,171200,173000,174300,173900,172700,172100,171800,170800,170100,170100,170800,171600,172800,173800,174200,173900,173100,172300,171100,169600,168700,168300,167600,166100,164200,162000,159800,158800,159200,159800,161000,162500,163400,163900,164400,164500,164200,163600,163100,163500,164800,165800,166000,166300,166800,166800,166600,166100,166100,167100,168400,168900,168700,168400,168300,168200,167800,167400,167400,168000,168500,168200,167500,166700,166100,166100,166600,167100,167200,167700,168600,169400,170500,171800,172500,173100,173700,174100,174300,174800,175800,176200,176100,176000,176300,176900,178300,179600,180000,179800,179800,180100,180000,179600
89796,72901,Fort Smith,AR,Fort Smith,Sebastian County,4806,47600,47700,47700,47700,47800,47800,47900,48000,48100,48200,48300,48500,48600,48700,48800,48800,48900,48900,49000,49100,49200,49400,49500,49600,49700,49800,49900,50000,50000,50000,50100,50100,50200,50300,50300,50300,50300,50400,50400,50500,50500,50600,50700,50800,51000,51200,51400,51700,51900,52200,52400,52700,52900,53200,53600,53900,54200,54500,54900,55300,55500,55800,56100,56400,56500,56700,56900,57100,57300,57500,57800,58000,58200,58400,58700,58900,59100,59300,59500,59800,60200,60500,60700,60900,61100,61400,61800,62400,63000,63500,63700,63700,63600,63400,63300,63200,63200,63300,63500,63700,63900,64300,64800,65400,65900,66500,67200,67800,68400,68900,69300,69700,70100,70500,70900,71300,71700,72100,72600,72900,73100,73200,73200,73300,73400,73600,73800,74000,74100,74200,74300,74500,74800,74900,74900,74600,74200,73700,73300,73000,72600,72200,71900,71700,71600,71600,71700,71900,72100,72400,72700,73000,73300,73500,73700,74000,74300,74600,74800,75100,75300,75600,76000,76300,76400,76300,76300,76300,76000,75900,76100,76200,75800,75300,74200,73500,73700,74100,73700,73000,72400,72500,72800,72600,72200,72000,71700,70600,69600,69100,68700,68000,67600,66900,65500,64300,64000,63900,64300,65000,65400,65300,65800,66200,66300,65800,65500,65900,66600,67100,66900,66400,66000,65800,65300,65100,64900,64800,65600,67000,68100,68400,68500,68700,68900,68600,68200,68300,68200,67500,66600,65700,63900,62200,61800,62700,63200,62900,62400,62200,62600,63700,65300,66100,66700,67300,68100,68600,69400,70300,71700,72700,73300,74200,74500,73900,73900,75300,75700,75000,74800,76200,78100,80400,82200,82300,81500,81300,81300,81100,81400,81400,80900
89747,72761,Siloam Springs,AR,Fayetteville-Springdale-Rogers,Benton County,5110,67900,67900,68000,68100,68400,68700,69200,69800,70600,71400,72300,73400,74400,75200,76000,76500,76800,76900,76800,76600,76200,75700,75300,74900,74400,74000,73700,73400,73100,72800,72600,72400,72100,72000,71900,71900,72000,72300,72600,73100,73700,74600,75600,76900,78300,79900,81600,83400,85200,86800,88200,89300,90200,90800,91100,91200,91000,90700,90100,89500,88700,87800,86900,86000,85100,84300,83700,83100,82600,82300,82200,82200,82200,82500,83100,83800,84700,85700,86800,88400,90100,91600,92800,93800,94600,95200,95700,96100,96500,97100,97800,98500,99200,100000,100800,101500,102200,102900,103600,104500,105400,106200,106900,107300,107500,107700,108300,109400,110600,111900,113000,114200,115600,117000,118400,119800,121000,122000,122800,123700,124800,126000,127300,128400,129200,129700,129800,129600,129400,129100,128700,128400,128300,128000,127600,127400,126900,126200,125500,124800,124200,123700,123300,123100,123300,123100,122700,122300,121500,120600,119800,119200,118700,118100,117400,116800,116200,115300,114100,112700,111000,109500,108400,108000,107800,107900,108400,107800,106000,104700,104400,104100,104300,104900,105600,105700,105200,104600,104200,103400,102200,101800,100800,98900,97400,96700,95600,94600,93700,92500,90700,89700,89600,89400,89300,90100,91200,91700,92200,92600,93500,94500,96300,98100,99900,101400,103500,105500,106500,107000,108200,109800,110700,111300,111600,112200,112700,112900,112600,112600,113500,113900,112700,111500,111700,112200,112100,111800,111600,111400,111500,111900,112400,112900,113900,114900,116000,117400,118800,120100,121300,122300,123100,124100,124900,125600,126700,128300,129300,129800,130400,131600,132700,133900,135200,136000,136200,136900,137500,137300,136900,137600,139000,140800,142800,144600,145700,146600,147300,148400,150000,151800,152900
89759,72802,Russellville,AR,Russellville,Pope County,5238,73200,73400,73500,73700,73900,74100,74300,74500,74800,75200,75600,75900,76300,76600,76900,77200,77400,77600,77800,78000,78100,78300,78500,78600,78800,79000,79200,79300,79500,79600,79600,79700,79700,79700,79700,79700,79700,79700,79700,79700,79800,79800,79800,79900,80000,80100,80200,80300,80400,80500,80700,80800,80900,81100,81300,81500,81800,82100,82400,82700,83100,83500,83800,84200,84500,84800,85000,85200,85400,85500,85800,86100,86400,86700,87100,87500,87900,88400,88900,89400,89900,90400,90800,91200,91500,91800,92100,92200,92300,92300,92400,92600,92700,92900,93100,93200,93300,93500,93800,94100,94500,95000,95600,96100,96700,97400,98100,98800,99700,100700,101900,103100,104300,105500,106800,108200,109600,111100,112400,113800,115100,116200,117200,117900,118300,118500,118700,118800,119000,119200,119600,120100,120700,121600,122700,123900,125000,125800,126600,127200,127600,128000,128200,128100,127600,126400,124600,123000,122300,122100,121900,121600,121400,121300,121300,121300,121300,121200,121300,121700,122000,122300,122600,122900,123200,123400,123500,124000,124500,124700,124600,124400,124100,123700,123100,122600,122200,121500,120600,119300,118300,118100,118300,118300,118100,117900,118000,118300,118200,118100,118200,118300,118100,118000,118100,118200,118200,118200,118000,117700,117700,118100,118400,118600,118700,118700,118400,118200,118100,118300,118400,118300,118300,118400,118200,118200,118700,119400,120300,121000,121600,122000,122400,123000,123400,123400,123300,123500,123800,124200,124600,124900,125000,125000,125000,125000,125100,125000,125100,125400,125700,125900,126300,126600,127000,127300,127800,128200,128200,128500,129000,129500,129800,130000,130100,130000,129900,129600,129400,129600,129800,130800,133300,135800,136600,136400,136200,136600,137400,138600,139500,140300,141200
89799,72904,Fort Smith,AR,Fort Smith,Sebastian County,5528,40400,40300,40300,40300,40300,40200,40200,40200,40100,40200,40200,40300,40400,40500,40600,40600,40600,40600,40500,40400,40200,40100,39900,39800,39700,39600,39600,39600,39600,39600,39500,39400,39200,39000,38800,38700,38500,38400,38400,38300,38300,38200,38100,38100,38000,38000,38000,38000,38200,38300,38600,38900,39200,39500,39700,40000,40300,40600,40800,41100,41400,41800,42100,42400,42700,43000,43200,43300,43400,43600,43800,44000,44200,44500,44800,45200,45500,45600,45700,45800,45900,46000,46000,45900,45800,45400,45000,44700,44600,45000,45800,46700,47700,48700,49700,50500,51200,51900,52600,53200,53500,53400,53100,52900,52900,53000,53400,53700,54000,54000,54000,53900,54100,54600,55200,55700,56000,56200,56400,56600,57200,57900,58700,59300,59600,59600,59300,59000,58900,58900,59000,59100,59200,59400,59700,60100,60600,60900,61300,61700,61900,61900,62000,62000,61900,61700,61500,61400,61100,60600,59900,59400,59000,58700,58500,58300,58200,58000,58100,58600,59400,60000,60600,61200,61800,62200,62500,62800,63300,64000,64600,64700,63900,62500,61100,60000,58500,56900,55800,54900,53800,52900,51600,50400,50500,51600,52400,52600,52700,52600,52300,51600,50400,48900,47600,46500,45500,45600,45900,45700,45600,46100,46600,47600,48900,50300,51500,52500,53100,52500,51500,51300,52200,52700,52300,51200,50200,49200,48900,48500,47400,46300,46200,46400,46300,46100,46000,46200,46800,47300,47100,47100,47500,48200,49200,50200,50700,51100,51400,51900,52200,52200,52300,52500,53000,53300,53300,53300,53300,53200,53300,53100,53100,53500,54600,55800,56700,56900,56200,55000,54400,54800,56000,57400,58900,60000,60800,61400,61800,61900,62700,63800,64100
89714,72715,Bella Vista,AR,Fayetteville-Springdale-Rogers,Benton County,5786,97600,97200,96900,96900,97200,97700,98600,99700,100900,102100,103300,104400,105100,105300,105000,104300,103100,101900,100600,99400,98400,97500,96900,96600,96300,96000,95800,95800,95900,96000,96300,96800,97300,98000,98800,99800,100900,102000,102900,103800,104600,105200,105600,106100,106400,106800,107100,107600,108000,108500,109100,109800,110600,111500,112500,113600,114600,115600,116600,117500,118100,118500,118700,118900,118900,118900,119000,119200,119500,120100,120700,121300,121900,122300,122600,122900,123000,123300,123600,124100,124800,125300,125400,125500,125600,125700,126000,126500,127100,127800,128500,129100,129700,130200,131000,132000,133100,134200,135400,136700,137900,138800,139400,139500,139000,138300,137800,137600,137900,138700,139800,140900,142100,143400,144700,146000,147300,148400,149400,150500,151500,152600,153500,154300,154700,154900,154900,154800,154600,154400,154000,153400,152700,151800,151000,150400,150000,149700,149500,149300,148900,148500,147900,147100,146200,145200,144200,143100,141900,140800,139700,138700,137700,136800,136100,135400,134500,133500,132500,131700,131100,130600,130100,129800,129500,129400,129400,129700,130200,130600,130300,129700,129100,128500,127800,127100,126300,126000,125900,125600,124900,124400,124200,124000,123600,123000,122500,122500,123000,123300,123400,123700,123800,123800,124200,125000,125700,125900,126500,127500,128600,129500,130000,130200,130500,130800,131100,131300,131800,132700,133500,133800,134300,134500,134400,134600,135100,135400,135100,134900,135100,135700,136400,136800,136700,136800,137500,138000,138200,138600,139300,139900,140500,140600,140700,140400,139500,139000,139100,139400,140200,141300,142500,143900,145200,146300,147400,148900,150800,152500,153900,155400,157000,158700,160800,161900,162100,161900,161900,161500,161400,161800,162300,163000,163700,164100,163800,164000,164800,166400,168100,170200,171900
89307,72022,Bryant,AR,Little Rock-North Little Rock-Conway,Saline County,6094,85300,85600,85900,86200,86600,87000,87400,87900,88500,89200,89800,90500,91200,92000,92600,93200,93800,94200,94700,95100,95600,96000,96400,96700,97100,97400,97700,97900,98200,98500,98800,99100,99400,99600,99900,100000,100100,100000,100000,99900,99800,99700,99600,99700,99800,100000,100200,100500,100800,101100,101500,101900,102200,102600,103100,103600,104200,104800,105300,105900,106500,107000,107500,107900,108200,108700,109100,109500,109900,110400,110900,111500,111900,112400,112700,112900,113200,113300,113600,113900,114200,114500,114600,114800,114900,115000,115300,115600,115700,115700,115600,115600,115600,115800,116100,116600,117000,117600,118200,119200,120300,121600,123000,124300,125400,126500,127500,128500,129600,130800,132000,133000,134000,134900,135600,136300,136900,137500,138200,139000,140000,140900,141800,142400,142900,143200,143500,143600,143800,144000,144100,144400,144800,145000,145200,145500,145600,145800,146000,146000,145800,145500,145000,144500,143800,142900,141900,141100,140700,140400,140100,139800,139400,139300,139300,139500,139800,139900,140000,140100,140200,140100,140200,140200,140100,140100,140500,139800,138000,136800,136900,137100,137000,136400,136300,136900,137600,137700,137200,136900,137100,137500,136500,135100,134800,135500,135500,135100,135100,135300,135300,135600,136200,136800,137400,137800,137900,137800,138000,138100,138500,138800,139600,140500,141300,142100,143300,144300,144900,145200,145100,145000,144700,144400,143900,143700,143400,142700,141900,141500,141400,141600,142000,142200,142500,143000,143500,143800,143700,144000,144600,145100,145400,145500,145600,146100,146600,147100,147500,148000,148700,149300,149500,149700,150100,150400,150300,150000,149800,149800,150100,151100,152600,154000,155100,155800,156000,156000,156600,157500,157900,157700,157100,156200,155600,155300,155500,156000,156200,156300,156400,156200,155900
